Sub-menu name,Track name,Race date,Race number,Number of Starters,Post Time,Distance,Class,Prize Money
,Mt Gambier Form Guide,2025-08-03,4,6,23:28,656y,3rd/4th/5th Grade,
,Mt Gambier Form Guide,2025-08-03,5,5,23:47,437y,5th Grade,
,Mt Gambier Form Guide,2025-08-03,6,6,12:08,437y,5th Grade,
,Mt Gambier Form Guide,2025-08-03,7,6,12:29,560y,6th Grade,
,Mt Gambier Form Guide,2025-08-03,8,6,12:49,560y,3rd/4th/5th Grade,
,Mt Gambier Form Guide,2025-08-03,9,6,13:04,333y,5th Grade,
,Mt Gambier Form Guide,2025-08-03,10,6,13:23,333y,5th Grade,
,Mt Gambier Form Guide,2025-08-03,11,6,13:42,437y,6th Grade,
,Mt Gambier Form Guide,2025-08-03,12,5,13:58,437y,OPEN,
,Ballarat Form Guide,2025-08-04,1,8,20:40,426y,Tier 3 - Maiden,$986
,Ballarat Form Guide,2025-08-04,2,8,20:56,426y,Grade 5 T3,$986
,Ballarat Form Guide,2025-08-04,3,8,21:12,426y,Grade 5 T3,$986
,Ballarat Form Guide,2025-08-04,4,8,21:28,492y,Grade 5 T3,$986
,Ballarat Form Guide,2025-08-04,5,7,21:43,596y,Tier 3 - Maiden,"$1,122"
,Ballarat Form Guide,2025-08-04,6,6,21:58,596y,Grade 5 T3,"$1,122"
,Ballarat Form Guide,2025-08-04,7,5,22:16,596y,Tier 3 - Restricted Win,"$1,122"
,Ballarat Form Guide,2025-08-04,8,7,22:38,596y,Grade 5 T3,"$1,122"
,Ballarat Form Guide,2025-08-04,9,7,22:57,596y,Tier 3 - Restricted Win,"$1,122"
,Ballarat Form Guide,2025-08-04,10,8,23:14,492y,Tier 3 - Restricted Win,$986
,Ballarat Form Guide,2025-08-04,11,8,23:34,426y,Tier 3 - Grade 7,$986
,Ballarat Form Guide,2025-08-04,12,8,23:57,426y,Tier 3 - Grade 6,$986
,Addington Form Guide,2025-08-04,1,7,21:23,322y,C1,"$1,715"
,Addington Form Guide,2025-08-04,2,7,21:39,322y,C1,"$1,715"
,Addington Form Guide,2025-08-04,3,7,21:55,322y,C1,"$1,715"
,Addington Form Guide,2025-08-04,4,7,22:11,322y,C1,"$1,715"
,Addington Form Guide,2025-08-04,5,7,22:27,322y,C1,"$1,715"
,Addington Form Guide,2025-08-04,6,7,22:44,322y,C1,"$1,715"
,Addington Form Guide,2025-08-04,7,7,23:07,322y,C1,"$1,715"
,Addington Form Guide,2025-08-04,8,8,23:22,322y,C1f,"$1,715"
,Addington Form Guide,2025-08-04,9,8,23:42,574y,C1,"$2,425"
,Addington Form Guide,2025-08-04,10,7,23:57,322y,C1,"$1,715"
,Addington Form Guide,2025-08-04,11,7,12:20,322y,C1,"$1,715"
,Addington Form Guide,2025-08-04,12,6,12:37,322y,C1,"$1,715"
,Shepparton Form Guide,2025-08-04,1,8,23:49,426y,Restricted Win,"$1,886"
,Shepparton Form Guide,2025-08-04,2,8,12:10,426y,S/E Veteran,"$1,886"
,Shepparton Form Guide,2025-08-04,3,8,12:28,426y,Grade 5,"$1,886"
,Shepparton Form Guide,2025-08-04,4,8,12:53,492y,Mixed 6/7,"$1,886"
,Shepparton Form Guide,2025-08-04,5,8,13:09,492y,Grade 5 Heat,"$1,886"
,Shepparton Form Guide,2025-08-04,6,8,13:24,492y,Grade 5 Heat,"$1,886"
,Shepparton Form Guide,2025-08-04,7,8,13:42,492y,Grade 5 Heat,"$1,886"
,Shepparton Form Guide,2025-08-04,8,7,13:58,492y,Grade 5 Heat,"$1,886"
,Shepparton Form Guide,2025-08-04,9,8,14:17,426y,Mixed 3/4,"$2,167"
,Shepparton Form Guide,2025-08-04,10,8,14:36,426y,Grade 5,"$1,886"
,Shepparton Form Guide,2025-08-04,11,8,14:51,426y,Grade 5,"$1,886"
,Shepparton Form Guide,2025-08-04,12,8,15:10,426y,Grade 5,"$1,886"
,Warrnambool Form Guide,2025-08-04,1,6,12:13,492y,Maiden,$986
,Warrnambool Form Guide,2025-08-04,2,4,12:37,426y,Maiden,$986
,Warrnambool Form Guide,2025-08-04,3,6,12:57,426y,Maiden,$986
,Warrnambool Form Guide,2025-08-04,4,8,13:12,426y,Grade 7,$986
,Warrnambool Form Guide,2025-08-04,5,5,13:37,492y,Mixed 4/5,$986
,Warrnambool Form Guide,2025-08-04,6,6,13:55,492y,Grade 5,$986
,Warrnambool Form Guide,2025-08-04,7,8,14:22,426y,Grade 6,$986
,Warrnambool Form Guide,2025-08-04,8,8,14:39,492y,Mixed 6/7,$986
,Warrnambool Form Guide,2025-08-04,9,6,15:02,426y,Mixed 4/5,$986
,Warrnambool Form Guide,2025-08-04,10,6,15:26,426y,Grade 5,$986
,Warrnambool Form Guide,2025-08-04,11,6,15:42,426y,Grade 5,$986
,Warrnambool Form Guide,2025-08-04,12,5,16:05,426y,Grade 5,$986
,Wagga Form Guide,2025-08-04,1,7,13:27,350y,Maiden,$674
,Wagga Form Guide,2025-08-04,2,6,13:47,350y,5th Grade,$835
,Wagga Form Guide,2025-08-04,3,6,14:12,350y,5th Grade,$835
,Wagga Form Guide,2025-08-04,4,6,14:28,350y,4th Grade,$896
,Wagga Form Guide,2025-08-04,5,6,14:54,350y,NG1-4,$951
,Wagga Form Guide,2025-08-04,6,6,15:18,437y,NG1-4,$951
,Wagga Form Guide,2025-08-04,7,7,15:34,350y,4th Grade,$896
,Wagga Form Guide,2025-08-04,8,7,15:50,437y,4th Grade,$896
,Wagga Form Guide,2025-08-04,9,7,16:12,350y,5th Grade,$835
,Wagga Form Guide,2025-08-04,10,7,16:28,350y,5th Grade,$835
,Northam Form Guide,2025-08-04,1,5,13:51,324y,Maiden Y,"$1,274"
,Northam Form Guide,2025-08-04,2,8,14:09,324y,NOV Y,"$1,337"
,Northam Form Guide,2025-08-04,3,8,14:25,324y,6th Grade Y,"$1,274"
,Northam Form Guide,2025-08-04,4,8,14:47,324y,5th Grade Y,"$1,337"
,Northam Form Guide,2025-08-04,5,6,15:07,324y,OPEN Y,"$1,615"
,Northam Form Guide,2025-08-04,6,6,15:23,324y,OPEN Y,"$1,615"
,Northam Form Guide,2025-08-04,7,6,15:39,324y,OPEN Y,"$1,615"
,Northam Form Guide,2025-08-04,8,6,15:57,556y,6th Grade Y,"$1,622"
,Northam Form Guide,2025-08-04,9,8,16:15,324y,5th/6th Grade Y,"$1,337"
,Northam Form Guide,2025-08-04,10,6,16:34,556y,4th/5th Grade Y,"$1,766"
,Northam Form Guide,2025-08-04,11,7,17:00,324y,6th Grade Y,"$1,274"
,Manawatu Form Guide,2025-08-05,1,8,19:55,722y,C0d,"$2,780"
,Manawatu Form Guide,2025-08-05,2,7,20:15,410y,C0,"$1,656"
,Manawatu Form Guide,2025-08-05,3,6,20:35,410y,C1,"$1,715"
,Manawatu Form Guide,2025-08-05,4,5,20:55,499y,C2,"$2,603"
,Manawatu Form Guide,2025-08-05,5,7,21:15,410y,C2,"$1,775"
,Manawatu Form Guide,2025-08-05,6,7,21:35,410y,C1,"$1,715"
,Manawatu Form Guide,2025-08-05,7,7,21:55,410y,C3,"$1,893"
,Manawatu Form Guide,2025-08-05,8,7,22:13,410y,C5,"$2,603"
,Manawatu Form Guide,2025-08-05,9,8,22:33,499y,C4,"$3,254"
,Manawatu Form Guide,2025-08-05,10,7,22:53,410y,C4,"$2,071"
,Manawatu Form Guide,2025-08-05,11,8,23:13,499y,C5,"$3,727"
,Manawatu Form Guide,2025-08-05,12,7,23:34,410y,C5,"$2,603"
,Murray Bdge Straight Form Guide,2025-08-05,1,6,22:09,328y,Maiden,
,Murray Bdge Straight Form Guide,2025-08-05,2,6,22:34,328y,6th Grade,
,Murray Bdge Straight Form Guide,2025-08-05,3,6,22:50,382y,6th Grade,
,Murray Bdge Straight Form Guide,2025-08-05,4,6,23:09,382y,3rd/4th/5th Grade,
,Murray Bdge Straight Form Guide,2025-08-05,5,7,23:25,328y,6th Grade,
,Murray Bdge Straight Form Guide,2025-08-05,6,7,23:44,328y,6th Grade,
,Murray Bdge Straight Form Guide,2025-08-05,7,6,12:04,328y,5th Grade,
,Murray Bdge Straight Form Guide,2025-08-05,8,7,12:19,328y,5th Grade,
,Murray Bdge Straight Form Guide,2025-08-05,9,6,12:40,328y,6th Grade,
,Murray Bdge Straight Form Guide,2025-08-05,10,4,13:07,328y,2nd/3rd/4th Grade,
,Launceston Form Guide,2025-08-05,1,6,22:22,563y,6th Grade,
,Launceston Form Guide,2025-08-05,2,8,22:38,304y,Other,
,Launceston Form Guide,2025-08-05,3,8,22:57,304y,5th Grade,
,Launceston Form Guide,2025-08-05,4,7,23:17,304y,R/W,
,Launceston Form Guide,2025-08-05,5,8,23:37,304y,R/W,
,Launceston Form Guide,2025-08-05,6,8,23:52,304y,3rd/4th Grade,
,Launceston Form Guide,2025-08-05,7,7,12:10,563y,3rd/4th Grade,
,Launceston Form Guide,2025-08-05,8,8,12:27,563y,5th Grade,
,Launceston Form Guide,2025-08-05,9,8,12:48,304y,4th Grade,
,Launceston Form Guide,2025-08-05,10,8,13:15,304y,5th Grade,
,Horsham Form Guide,2025-08-05,1,8,12:44,448y,Maiden,
,Horsham Form Guide,2025-08-05,2,8,13:04,448y,Mixed 6/7,
,Horsham Form Guide,2025-08-05,3,7,13:23,448y,Mixed 4/5,
,Horsham Form Guide,2025-08-05,4,8,13:44,448y,Free For All,
,Horsham Form Guide,2025-08-05,5,8,14:04,530y,Mixed 4/5,
,Horsham Form Guide,2025-08-05,6,8,14:27,530y,Mixed 6/7 Heat,
,Horsham Form Guide,2025-08-05,7,7,14:49,530y,Mixed 6/7 Heat,
,Horsham Form Guide,2025-08-05,8,8,15:08,530y,Grade 5,
,Horsham Form Guide,2025-08-05,9,8,15:25,448y,Grade 5,
,Horsham Form Guide,2025-08-05,10,8,15:43,448y,Grade 5,
,Horsham Form Guide,2025-08-05,11,7,16:01,448y,Grade 5,
,Horsham Form Guide,2025-08-05,12,8,16:20,448y,Grade 5,
,Geelong Form Guide,2025-08-05,1,7,12:52,437y,Maiden,
,Geelong Form Guide,2025-08-05,2,8,13:19,437y,Maiden,
,Geelong Form Guide,2025-08-05,3,7,13:39,437y,Mixed 6/7,
,Geelong Form Guide,2025-08-05,4,6,13:55,437y,Grade 5,
,Geelong Form Guide,2025-08-05,5,8,14:14,437y,Grade 5,
,Geelong Form Guide,2025-08-05,6,7,14:38,437y,Grade 5,
,Geelong Form Guide,2025-08-05,7,6,14:57,437y,Grade 5,
,Geelong Form Guide,2025-08-05,8,6,15:16,503y,Grade 5,
,Geelong Form Guide,2025-08-05,9,6,15:33,437y,Mixed 6/7,
,Geelong Form Guide,2025-08-05,10,8,15:50,437y,Mixed 6/7,
,Geelong Form Guide,2025-08-05,11,7,16:09,437y,Mixed 6/7,
,Geelong Form Guide,2025-08-05,12,8,16:27,437y,Grade 5,
,Q Lakeside Form Guide,2025-08-05,1,8,13:11,499y,Maiden,
,Q Lakeside Form Guide,2025-08-05,2,8,13:27,385y,6th Grade,
,Q Lakeside Form Guide,2025-08-05,3,8,13:47,385y,6th Grade,
,Q Lakeside Form Guide,2025-08-05,4,8,14:07,385y,6th Grade,
,Q Lakeside Form Guide,2025-08-05,5,8,14:22,426y,6th Grade,
,Q Lakeside Form Guide,2025-08-05,6,8,14:42,499y,6th Grade,
,Q Lakeside Form Guide,2025-08-05,7,7,15:05,499y,5th Grade,
,Q Lakeside Form Guide,2025-08-05,8,8,15:22,499y,5th Grade,
,Q Lakeside Form Guide,2025-08-05,9,8,15:40,499y,5th Grade,
,Q Lakeside Form Guide,2025-08-05,10,8,15:58,499y,5th Grade,
,Q Lakeside Form Guide,2025-08-05,11,8,16:17,499y,5th Grade,
,Q Lakeside Form Guide,2025-08-05,12,7,16:35,499y,5th Grade,
,Ascot Park Form Guide,2025-08-06,1,6,20:08,426y,C0,"$1,656"
,Ascot Park Form Guide,2025-08-06,2,7,20:24,499y,C0,"$2,543"
,Ascot Park Form Guide,2025-08-06,3,6,20:41,426y,C1,"$1,715"
,Ascot Park Form Guide,2025-08-06,4,7,20:58,426y,C1/2,"$1,775"
,Ascot Park Form Guide,2025-08-06,5,8,21:15,499y,C1,"$2,425"
,Ascot Park Form Guide,2025-08-06,6,7,21:32,426y,C3,"$1,893"
,Ascot Park Form Guide,2025-08-06,7,7,21:48,499y,C1,"$2,425"
,Ascot Park Form Guide,2025-08-06,8,6,22:07,426y,C5,"$2,603"
,Ascot Park Form Guide,2025-08-06,9,8,22:32,499y,C4/5,"$3,727"
,Ascot Park Form Guide,2025-08-06,10,7,22:47,426y,C3/4,"$2,071"
,Ascot Park Form Guide,2025-08-06,11,6,23:05,426y,C1/2,"$1,775"
,Ascot Park Form Guide,2025-08-06,12,7,23:21,426y,C1,"$1,715"
,Sale Form Guide,2025-08-06,1,8,21:36,475y,Tier 3 - Maiden,$986
,Sale Form Guide,2025-08-06,2,8,21:56,475y,Tier 3 - Maiden,$986
,Sale Form Guide,2025-08-06,3,8,22:12,475y,Tier 3 - Grade 7,$986
,Sale Form Guide,2025-08-06,4,8,22:29,475y,Tier 3 - Grade 7,$986
,Sale Form Guide,2025-08-06,5,8,22:44,557y,Tier 3 - Restricted Win,"$1,122"
,Sale Form Guide,2025-08-06,6,8,23:12,475y,Grade 5 T3,$986
,Sale Form Guide,2025-08-06,7,8,23:40,475y,Grade 5 T3,$986
,Sale Form Guide,2025-08-06,8,7,23:55,557y,Grade 5 T3,"$1,122"
,Sale Form Guide,2025-08-06,9,6,12:15,700y,Grade 5 T3,"$1,283"
,Sale Form Guide,2025-08-06,10,8,12:30,475y,Tier 3 - Grade 6,$986
,Sale Form Guide,2025-08-06,11,8,12:50,475y,Grade 5 T3,$986
,Sale Form Guide,2025-08-06,12,8,13:07,475y,Grade 5 T3,$986
,Bendigo Form Guide,2025-08-06,1,8,12:22,464y,Maiden,$986
,Bendigo Form Guide,2025-08-06,2,8,12:42,464y,Maiden,$986
,Bendigo Form Guide,2025-08-06,3,8,12:57,464y,Grade 7,$986
,Bendigo Form Guide,2025-08-06,4,7,13:21,464y,Grade 5,$986
,Bendigo Form Guide,2025-08-06,5,7,13:37,464y,Grade 5,$986
,Bendigo Form Guide,2025-08-06,6,8,13:56,547y,Grade 5,"$1,122"
,Bendigo Form Guide,2025-08-06,7,7,14:12,547y,Mixed 6/7,"$1,122"
,Bendigo Form Guide,2025-08-06,8,7,14:31,547y,Grade 5,"$1,122"
,Bendigo Form Guide,2025-08-06,9,8,14:49,464y,Grade 7,$986
,Bendigo Form Guide,2025-08-06,10,7,15:07,464y,Grade 6,$986
,Bendigo Form Guide,2025-08-06,11,8,15:30,464y,Grade 5,$986
,Bendigo Form Guide,2025-08-06,12,8,15:47,464y,Grade 5,$986
,Q Lakeside Form Guide,2025-08-06,1,8,13:02,385y,PM,"$1,548"
,Q Lakeside Form Guide,2025-08-06,2,8,13:25,385y,Maiden,"$1,548"
,Q Lakeside Form Guide,2025-08-06,3,8,13:42,385y,Maiden,"$2,064"
,Q Lakeside Form Guide,2025-08-06,4,8,14:00,385y,5th Grade,"$1,548"
,Q Lakeside Form Guide,2025-08-06,5,7,14:17,385y,5th Grade,"$1,548"
,Q Lakeside Form Guide,2025-08-06,6,8,14:35,385y,5th Grade,"$1,548"
,Q Lakeside Form Guide,2025-08-06,7,8,14:57,385y,3rd/4th Grade,"$1,806"
,Q Lakeside Form Guide,2025-08-06,8,8,15:15,385y,1st/2nd Grade,"$2,064"
,Q Lakeside Form Guide,2025-08-06,9,8,15:37,385y,5th Grade,"$1,548"
,Q Lakeside Form Guide,2025-08-06,10,8,15:54,385y,5th Grade,"$1,548"
,Q Lakeside Form Guide,2025-08-06,11,8,16:17,385y,5th Grade,"$1,548"
,Q Lakeside Form Guide,2025-08-06,12,7,16:39,385y,M5,"$1,548"
,Temora Form Guide,2025-08-06,1,8,13:17,361y,Maiden,"$1,154"
,Temora Form Guide,2025-08-06,2,8,13:32,361y,Maiden,"$1,154"
,Temora Form Guide,2025-08-06,3,8,13:52,361y,5th Grade,"$1,489"
,Temora Form Guide,2025-08-06,4,7,14:07,361y,5th Grade,"$1,489"
,Temora Form Guide,2025-08-06,5,6,14:27,361y,NG1-4,"$1,696"
,Temora Form Guide,2025-08-06,6,8,14:42,361y,5th Grade,"$1,489"
,Temora Form Guide,2025-08-06,7,8,15:00,361y,5th Grade,"$1,489"
,Temora Form Guide,2025-08-06,8,6,15:22,499y,4th/5th Grade,"$2,122"
,Temora Form Guide,2025-08-06,9,6,15:40,499y,5th Grade,"$2,005"
,Temora Form Guide,2025-08-06,10,8,15:57,361y,5th Grade,"$1,489"
,Temora Form Guide,2025-08-06,11,8,16:20,361y,M2/M3,"$1,489"
,Cambridge Raceway Form Guide,2025-08-07,1,4,20:10,711y,C2d,"$3,727"
,Cambridge Raceway Form Guide,2025-08-07,2,7,20:28,410y,C1,"$1,715"
,Cambridge Raceway Form Guide,2025-08-07,3,7,20:49,410y,C4,"$2,071"
,Cambridge Raceway Form Guide,2025-08-07,4,7,21:06,410y,C1,"$1,715"
,Cambridge Raceway Form Guide,2025-08-07,5,7,21:23,410y,C1/2,"$1,775"
,Cambridge Raceway Form Guide,2025-08-07,6,7,21:42,410y,C2,"$1,775"
,Cambridge Raceway Form Guide,2025-08-07,7,7,22:00,499y,C1,"$2,425"
,Cambridge Raceway Form Guide,2025-08-07,8,5,22:17,499y,C4,"$3,254"
,Cambridge Raceway Form Guide,2025-08-07,9,7,22:33,499y,C2/3,"$2,839"
,Cambridge Raceway Form Guide,2025-08-07,10,7,22:50,410y,C5,"$2,603"
,Cambridge Raceway Form Guide,2025-08-07,11,7,23:07,410y,C3,"$1,893"
,Cambridge Raceway Form Guide,2025-08-07,12,6,23:27,499y,C5,"$3,727"
,Shepparton Form Guide,2025-08-07,1,8,20:40,492y,Tier 3 - Maiden,"$1,635"
,Shepparton Form Guide,2025-08-07,2,7,20:55,426y,Tier 3 - Maiden,"$1,635"
,Shepparton Form Guide,2025-08-07,3,8,21:12,426y,Tier 3 - Maiden,"$1,635"
,Shepparton Form Guide,2025-08-07,4,8,21:32,426y,Grade 5 T3,"$1,886"
,Shepparton Form Guide,2025-08-07,5,8,21:49,426y,Grade 5 T3,"$1,886"
,Shepparton Form Guide,2025-08-07,6,8,22:04,426y,Grade 5 T3,"$1,886"
,Shepparton Form Guide,2025-08-07,7,8,22:24,492y,Grade 5 T3,"$1,886"
,Shepparton Form Guide,2025-08-07,8,8,22:39,492y,Grade 5 T3,"$1,886"
,Shepparton Form Guide,2025-08-07,9,8,23:07,492y,Tier 3 - Restricted Win,"$1,886"
,Shepparton Form Guide,2025-08-07,10,8,23:27,426y,Tier 3 - Grade 7,"$1,886"
,Shepparton Form Guide,2025-08-07,11,8,23:47,426y,Tier 3 - Grade 7,"$1,886"
,Shepparton Form Guide,2025-08-07,12,8,12:07,426y,Tier 3 - Grade 6,"$1,886"
,Mt Gambier Form Guide,2025-08-07,1,6,21:37,333y,Maiden,$625
,Mt Gambier Form Guide,2025-08-07,2,6,21:57,333y,TG1-4W,$648
,Mt Gambier Form Guide,2025-08-07,3,4,22:14,437y,Other,$690
,Mt Gambier Form Guide,2025-08-07,4,3,22:36,437y,Other,$690
,Mt Gambier Form Guide,2025-08-07,5,6,22:52,437y,Other,$690
,Mt Gambier Form Guide,2025-08-07,6,6,23:11,437y,Other,$690
,Mt Gambier Form Guide,2025-08-07,7,7,23:32,437y,TG1-4W,$648
,Mt Gambier Form Guide,2025-08-07,8,8,23:51,437y,TG1-4W,$648
,Mt Gambier Form Guide,2025-08-07,9,5,12:11,437y,Other,$690
,Mt Gambier Form Guide,2025-08-07,10,4,12:27,560y,Other,$690
,Richmond Straight Form Guide,2025-08-07,1,6,22:11,354y,Maiden,"$1,154"
,Richmond Straight Form Guide,2025-08-07,2,8,22:32,354y,Maiden,"$1,154"
,Richmond Straight Form Guide,2025-08-07,3,6,22:49,354y,Maiden,"$1,154"
,Richmond Straight Form Guide,2025-08-07,4,8,23:14,354y,M2/M3,"$1,489"
,Richmond Straight Form Guide,2025-08-07,5,8,23:39,354y,5th Grade,"$1,489"
,Richmond Straight Form Guide,2025-08-07,6,6,23:54,354y,Non Graded,"$1,696"
,Richmond Straight Form Guide,2025-08-07,7,6,12:14,354y,Non Graded,"$1,696"
,Richmond Straight Form Guide,2025-08-07,8,6,12:38,354y,3rd Grade,"$1,696"
,Richmond Straight Form Guide,2025-08-07,9,7,13:02,354y,3rd/4th Grade,"$1,696"
,Richmond Straight Form Guide,2025-08-07,10,8,13:21,354y,4th/5th Grade,"$1,606"
,Richmond Straight Form Guide,2025-08-07,11,8,13:41,354y,5th Grade,"$1,489"
,Richmond Straight Form Guide,2025-08-07,12,8,14:05,354y,5th Grade,"$1,489"
,Casino Form Guide,2025-08-07,1,7,12:32,449y,Maiden,"$1,154"
,Casino Form Guide,2025-08-07,2,7,12:52,449y,Maiden,"$1,154"
,Casino Form Guide,2025-08-07,3,7,13:14,449y,Maiden,"$1,154"
,Casino Form Guide,2025-08-07,4,8,13:37,328y,5th Grade,"$1,489"
,Casino Form Guide,2025-08-07,5,8,13:53,328y,4th/5th Grade,"$1,606"
,Casino Form Guide,2025-08-07,6,8,14:19,529y,5th Grade,"$2,005"
,Casino Form Guide,2025-08-07,7,8,14:39,529y,5th Grade,"$2,005"
,Casino Form Guide,2025-08-07,8,8,14:57,529y,5th Grade,"$2,005"
,Casino Form Guide,2025-08-07,9,7,15:15,449y,Free For All,"$1,696"
,Casino Form Guide,2025-08-07,10,8,15:38,449y,4th/5th Grade,"$1,606"
,Casino Form Guide,2025-08-07,11,8,16:01,449y,5th Grade,"$1,489"
,Casino Form Guide,2025-08-07,12,8,16:22,328y,M1/M2/M3,"$1,489"
,Warragul Form Guide,2025-08-07,1,8,12:49,437y,Maiden,$986
,Warragul Form Guide,2025-08-07,2,8,13:09,437y,Grade 7,$986
,Warragul Form Guide,2025-08-07,3,7,13:24,437y,Mixed 6/7,$986
,Warragul Form Guide,2025-08-07,4,8,13:44,437y,Grade 5,$986
,Warragul Form Guide,2025-08-07,5,7,14:12,437y,Grade 5,$986
,Warragul Form Guide,2025-08-07,6,8,14:36,503y,Grade 5,$986
,Warragul Form Guide,2025-08-07,7,6,14:54,503y,Restricted Win,$986
,Warragul Form Guide,2025-08-07,8,7,15:12,503y,Grade 5,$986
,Warragul Form Guide,2025-08-07,9,7,15:35,437y,Grade 6,$986
,Warragul Form Guide,2025-08-07,10,8,15:54,437y,Mixed 4/5,$986
,Warragul Form Guide,2025-08-07,11,7,16:11,437y,Grade 5,$986
,Warragul Form Guide,2025-08-07,12,8,16:28,437y,Grade 5,$986
,Addington Form Guide,2025-08-08,1,5,19:55,574y,C0q,"$2,543"
,Addington Form Guide,2025-08-08,2,6,20:14,574y,C0q,"$2,543"
,Addington Form Guide,2025-08-08,3,7,20:30,322y,C0,"$1,656"
,Addington Form Guide,2025-08-08,4,8,20:46,322y,C0f,"$1,656"
,Addington Form Guide,2025-08-08,5,7,21:03,322y,C0,"$1,656"
,Addington Form Guide,2025-08-08,6,7,21:20,322y,C0,"$1,656"
,Addington Form Guide,2025-08-08,7,7,21:37,322y,C2,"$1,775"
,Addington Form Guide,2025-08-08,8,7,21:55,574y,C2/3,"$2,839"
,Addington Form Guide,2025-08-08,9,4,22:15,574y,C2f,"$2,603"
,Addington Form Guide,2025-08-08,10,7,22:32,322y,C2q,"$1,775"
,Addington Form Guide,2025-08-08,11,7,22:52,322y,C2q,"$1,775"
,Addington Form Guide,2025-08-08,12,7,23:07,322y,C2q,"$1,775"
,Healesville Form Guide,2025-08-08,1,8,20:50,382y,Tier 3 - Maiden,$986
,Healesville Form Guide,2025-08-08,2,8,21:07,328y,Tier 3 - Grade 6,$986
,Healesville Form Guide,2025-08-08,3,8,21:25,328y,Grade 5 T3,$986
,Healesville Form Guide,2025-08-08,4,7,21:50,328y,Grade 5 T3,$986
,Healesville Form Guide,2025-08-08,5,8,22:12,382y,Grade 5 T3,$986
,Healesville Form Guide,2025-08-08,6,8,22:29,382y,Grade 5 T3,$986
,Healesville Form Guide,2025-08-08,7,8,22:53,382y,Grade 5 T3,$986
,Healesville Form Guide,2025-08-08,8,8,23:17,382y,Grade 5 T3,$986
,Healesville Form Guide,2025-08-08,9,7,23:42,328y,Tier 3 - Maiden,$986
,Healesville Form Guide,2025-08-08,10,8,12:03,382y,Tier 3 - Restricted Win,$986
,Healesville Form Guide,2025-08-08,11,8,12:27,328y,Tier 3 - Grade 7,$986
,Healesville Form Guide,2025-08-08,12,8,12:52,328y,Grade 5 T3,$986
,Townsville Form Guide,2025-08-08,1,7,22:21,415y,Maiden,"$1,548"
,Townsville Form Guide,2025-08-08,2,7,22:46,415y,6th Grade,"$1,548"
,Townsville Form Guide,2025-08-08,3,8,23:04,415y,6th Grade,"$1,548"
,Townsville Form Guide,2025-08-08,4,8,23:22,544y,6th Grade,"$2,451"
,Townsville Form Guide,2025-08-08,5,8,23:39,415y,P5,"$1,548"
,Townsville Form Guide,2025-08-08,6,8,23:57,415y,P5,"$1,548"
,Townsville Form Guide,2025-08-08,7,8,12:14,415y,5th Grade,"$1,548"
,Townsville Form Guide,2025-08-08,8,8,12:32,415y,5th Grade,"$2,064"
,Townsville Form Guide,2025-08-08,9,8,12:48,415y,P5,"$1,548"
,Townsville Form Guide,2025-08-08,10,8,13:07,415y,P5,"$1,548"
,Townsville Form Guide,2025-08-08,11,7,13:31,415y,P5,"$1,548"
,Townsville Form Guide,2025-08-08,12,8,13:54,415y,M5,"$1,548"
,Warragul Form Guide,2025-08-08,1,6,13:02,503y,Maiden,"$1,635"
,Warragul Form Guide,2025-08-08,2,7,13:27,437y,Maiden,"$1,635"
,Warragul Form Guide,2025-08-08,3,7,13:50,437y,Maiden,"$1,635"
,Warragul Form Guide,2025-08-08,4,8,14:07,437y,Grade 7,"$1,886"
,Warragul Form Guide,2025-08-08,5,8,14:30,437y,Grade 5 T3,"$1,886"
,Warragul Form Guide,2025-08-08,6,8,14:47,503y,Grade 6,"$1,886"
,Warragul Form Guide,2025-08-08,7,8,15:10,503y,Mixed 6/7,"$1,886"
,Warragul Form Guide,2025-08-08,8,7,15:27,503y,Mixed 3/4,"$2,167"
,Warragul Form Guide,2025-08-08,9,7,15:45,437y,Grade 6,"$1,886"
,Warragul Form Guide,2025-08-08,10,7,16:02,437y,Grade 5 T3,"$1,886"
,Warragul Form Guide,2025-08-08,11,8,16:20,437y,Grade 5 T3,"$1,886"
,Warragul Form Guide,2025-08-08,12,8,16:37,437y,Grade 5 T3,"$1,886"
,The Gardens Form Guide,2025-08-08,1,8,13:13,437y,Maiden,"$1,154"
,The Gardens Form Guide,2025-08-08,2,7,13:37,437y,M3,"$1,489"
,The Gardens Form Guide,2025-08-08,3,8,13:57,437y,NG1-4,"$1,696"
,The Gardens Form Guide,2025-08-08,4,8,14:17,437y,5th Grade,"$1,489"
,The Gardens Form Guide,2025-08-08,5,8,14:37,437y,5th Grade,"$1,489"
,The Gardens Form Guide,2025-08-08,6,8,14:57,437y,5th Grade,"$1,489"
,The Gardens Form Guide,2025-08-08,7,8,15:17,437y,5th Grade,"$1,489"
,The Gardens Form Guide,2025-08-08,8,8,15:35,563y,4th/5th Grade,"$2,122"
,The Gardens Form Guide,2025-08-08,9,8,15:52,437y,4th/5th Grade,"$1,606"
,The Gardens Form Guide,2025-08-08,10,8,16:09,437y,5th Grade,"$1,489"
,The Gardens Form Guide,2025-08-08,11,8,16:27,437y,5th Grade,"$1,489"
,The Gardens Form Guide,2025-08-08,12,8,16:44,437y,5th Grade,"$1,489"
,Q Lakeside Form Guide,2025-08-08,1,8,13:22,426y,Maiden,"$1,935"
